id;submitdate;lastpage;startlanguage;seed;startdate;datestamp;year;Nemployees;Ncommunities;management;freeINDandDEC;freeFINandGOV;AREAtotal;AREAred;facilities[SQ001];facilities[SQ002];facilities[SQ003];facilities[SQ004];facilities[SQ005];NCSOs;CSOrehab;CSOinvest;Npumpstat;MvarCSO[SQ001];MvarCSO[SQ002];MvarCSO[SQ003];MvarCSO[SQ004];MvarCSO[SQ005];MvarCSO[other];NinstrumCSO;Npluviom;WLmeas[SQ001];WLmeas[SQ002];WLmeas[SQ003];WLmeas[SQ004];WLmeas[SQ005];WLmeas[other];WLplants;WLassess;WLdataQlty;WLdataQLTYbad[SQ001];WLdataQLTYbad[SQ002];WLdataQLTYbad[SQ003];WLdataQLTYbad[other];WQproblm2[SQ001];WQproblm2[SQ002];WQproblm2[SQ003];WQproblm2[SQ004];WQproblm2[other];ORGshare[SQ001];ORGshare[SQ002];ORGshare[SQ003];ORGshare[SQ004];ORGshare[other];MTavail;METex[SQ001];METex[SQ002];METex[SQ003];METex[SQ004];METex[SQ005];METex[SQ006];METex[SQ007];METex[SQ008];METex[SQ009];METex[other];METobst[SQ001];METobst[SQ002];METobst[SQ003];METobst[SQ004];METobst[SQ005];METobst[SQ006];METobst[SQ007];METobst[SQ008];METobst[other];MEASplants[SQ001];MEASplants[SQ002];MEASplants[SQ003];MEASplants[SQ004];MEASplants[SQ005];MEASplants[SQ006];MEASplants[SQ007];MEASplants[SQ008];MEASplants[SQ009];MEASplants[other];MEunc;MEunc[comment];IntDrainPlan;IDPyear;IDPrev;ORGcoopUD;EMPevent;MEAStp;woWWTP;woWWTP[other];SSvision;SSvision[comment];CSOpublic;CSOpublic[comment];CSOlaw;impREG;TSguide;REGapply;REGenf;CSOreg[SQ001];CSOreg[SQ002];CSOreg[SQ003];CSOreg[SQ004];CSOreg[other];CSOmonit[1];CSOmonit[2];CSOmonit[3];CSOmonit[4];CSOmonit[5];CSOmonit[6];CSOmonit[7];CSOmonit[8];CSOmonit[9];CSOmonit[10];CSOmonit[11];CSOmonit[12];CSOownprop;UDfeed;COUDapply[SQ001];COUDapply[SQ002];interviewtime;groupTime3815;yearTime;NemployeesTime;NcommunitiesTime;managementTime;freeINDandDECTime;freeFINandGOVTime;AREAtotalTime;AREAredTime;facilitiesTime;groupTime3816;NCSOsTime;CSOrehabTime;CSOinvestTime;NpumpstatTime;groupTime3817;MvarCSOTime;NinstrumCSOTime;NpluviomTime;groupTime3818;WLmeasTime;WLplantsTime;WLassessTime;WLdataQltyTime;WLdataQLTYbadTime;WQproblm2Time;ORGshareTime;groupTime3821;MTavailTime;METexTime;METobstTime;MEASplantsTime;MEuncTime;groupTime3822;IntDrainPlanTime;IDPyearTime;IDPrevTime;ORGcoopUDTime;groupTime3823;EMPeventTime;groupTime3824;MEAStpTime;woWWTPTime;SSvisionTime;CSOpublicTime;groupTime3825;CSOlawTime;impREGTime;TSguideTime;REGapplyTime;REGenfTime;CSOregTime;groupTime3826;CSOmonitTime;CSOownpropTime;UDfeedTime;groupTime3827;CIsurveyTime;COUDapplyTime;is_complete;ip_region;ip_country
770;2024-10-08 15:04:47;11.0;es;1388695444;2024-10-08 14:58:11;2024-10-08 15:04:47;1967.0;450.0;98.0;Yes;4.0;4.0;;;Yes;No;No;No;Yes;9.0;Yes;Yes;80.0;Yes;No;Yes;Yes;Yes;;40.0;2.0;Yes;No;Yes;Yes;Yes;Tetra;Of most;In near real-time;Enig;;;;;;;;;;No;Yes;Yes;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;Yes;;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;Yes;No;Yes;Yes;No;Yes;No;No;No;;Performance indicators;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Customized services of engineering and design offices;;;;;;;;;;;;No;No;399.77;148.3;;;;;;;;;;20.24;;;;;27.7;;;;48.94;;;;;;;;14.29;;;;;;6.29;;;;;7.39;;51.24;;;;;27.04;;;;;;;38.03;;;;10.31;;;complete;Basque Country;ES
768;2024-10-08 09:41:19;11.0;da;134237089;2024-10-08 08:43:59;2024-10-08 09:41:19;2010.0;71.0;1.0;Yes;4.0;4.0;5321.0;604.0;No;No;Yes;No;Yes;74.0;Yes;No;205.0;No;Yes;Yes;Yes;Yes;;67.0;15.0;No;No;Yes;No;No;;Of none;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Enig;;;;;;;;;;No;No;Yes;No;;Yes;;;;;;;;;;;;;;;;;;;;No;Yes;No;Yes;No;Yes;Yes;No;No;;Yes, I do uncertainty calculations on my data;Ja, vi kigger på om der er sammenhæng med overløb og andre påvirkninger. F.eks. høj vandstand i vandløb der giver tilbagestuvning i systemet. Vi laver ikke deciderede usikkerhedsberegninger.;Yes;2015;Yes;4.0;Yes;Yes, for the maintenance of the measurement technology;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I support this vision on the following condition:;På organisations niveau til monitorering, planlægning, styring etc. ;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;Vi indberetter alle udløb til PULS, så alt er allerede offentligt tilgængeligt. ;;;;;;No;Yes;Yes;No;Eksisterend overløb har vi ikke deciderede krav til frekvens og voloumener. I nyhe tilladelser bliver der stillet krav til gns. volumener og gns. antal overløb pr. år.;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Performance indicators;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);;;;;;;;;;;;No;No;3445.05;823.82;;;;;;;;;;1067.72;;;;;338.95;;;;365.44;;;;;;;;242.05;;;;;;46.61;;;;;63.62;;230.49;;;;;134.9;;;;;;;105.24;;;;26.21;;;complete;Capital Region;DK
766;2024-10-04 21:25:48;11.0;es;127951645;2024-10-04 20:39:30;2024-10-04 21:25:48;2014.0;42.0;4.0;Yes;1.0;2.0;24000.0;6000.0;Yes;Yes;Yes;Yes;No;23.0;Yes;Yes;45.0;No;Yes;Yes;No;No;;19.0;0.0;No;No;Yes;No;No;;Of all;Several times a year;Enig;;;;;;;;;;No;Yes;No;No;;Yes;;;;;;;;;;;;;;;;;;;;No;No;No;Yes;No;No;Yes;No;Yes;;No, but I would like to know more or to do this in future;;No;;;4.0;Yes;Yes, both for the maintenance of the measurement technology and for the evaluation of the measurement data;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;Yes;Yes;Yes;No;No;Yes;No;No;No;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Performance indicators;Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;;;;;;;;;;;;Yes;Yes;2783.53;1069.28;;;;;;;;;;937.46;;;;;66.47;;;;87.85;;;;;;;;120.37;;;;;;39.08;;;;;28.65;;109.55;;;;;100.48;;;;;;;143.94;;;;80.4;;;complete;Castille-La Mancha;ES
760;2024-10-03 12:04:55;11.0;da;85164414;2024-10-03 11:47:57;2024-10-03 12:04:55;2017.0;350.0;9.0;Yes;3.0;4.0;20000.0;;No;No;Yes;No;Yes;250.0;Yes;Yes;1300.0;No;Yes;Yes;Yes;Yes;;100.0;40.0;No;No;Yes;No;No;;Of all;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Uenig;No;No;No;Manglende fokus på D&V af sensorerne og manglende forståelse for hvad data skal bruges til;Yes;No;Yes;Yes;;Yes;No;No;No;;Yes;;;;;;;;;;;;;;;;;;;;No;Yes;No;Yes;No;No;No;No;Yes;;No, but I would like to know more or to do this in future;;;;;3.0;Yes;No, neither of those;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I support this vision on the following condition:;Forståelsen af data afhænger af forståelsen af målepunktet. Det vil kræve en del ift. registrering af metadata, at gøre data brugbare. En niveaumåling i et overløbsbygværk der ikke bliver omregnet til koter, er svære at bruge for andre. ;I support this vision on the following condition:;Der skal være mulighed for at validere data først, dvs. det bliver ikke i realtid. Ellers kan jeg være bekymret for at data kan blive misbrugt.;;;;;;No;No;No;No;Gennem en udledningstilladelse, der kan gå både på mængder og antal. Dog bliver definitionen af et overløb sjældent specificeret, så det er reelt svært at forholde sig til antal.;Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);One-off subsidy for metrology equipment;;;;;;;;;;;;No;No;1023.18;291.4;;;;;;;;;;20.16;;;;;38.65;;;;111.36;;;;;;;;81.9;;;;;;17.48;;;;;24.77;;282.55;;;;;72.78;;;;;;;72.03;;;;10.1;;;complete;Capital Region;DK
759;2024-10-03 11:26:40;11.0;fr;1584444054;2024-10-03 11:03:30;2024-10-03 11:26:40;2005.0;140.0;14.0;Yes;3.0;4.0;;;No;Yes;Yes;Yes;Yes;101.0;Yes;Yes;38.0;No;Yes;Yes;Yes;Yes;;18.0;4.0;No;Yes;Yes;No;No;;Of most;Once a month;Enig;;;;;;;;;;No;Yes;No;Yes;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;Yes;Yes;No;No;Yes;;No, but I would like to know more or to do this in future;;;;;;Yes;Yes, for the maintenance of the measurement technology;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;Cela peur faire prendre conscience du besoin de séparer les eaux et de l'ompact sur les milieux ;Yes;Yes;Yes;Yes;Yes;No;Yes;No;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Increased supervisory role of the cantons;One-off subsidy for metrology equipment;;;;;;;;;;;"Dans le cadre des ARD il serait judicieux de convenir pour les A1 télésurveillé de mettre en place des alarmes ""déversement temps sec"", de faire remonter les potentiels défaut voir anomalies de fonctionnement (rejets conséquent des industriels sur de faible pas de temps)";Yes;Yes;1393.4;441.13;;;;;;;;;;194.78;;;;;64.48;;;;73.14;;;;;;;;68.03;;;;;;25.31;;;;;23.86;;147.11;;;;;27.95;;;;;;;255.44;;;;72.17;;;complete;Auvergne-Rhône-Alpes;FR
747;2024-09-25 08:33:16;11.0;da;919206794;2024-09-25 08:15:22;2024-09-25 08:33:16;2009.0;48.0;1.0;Yes;2.0;3.0;3846.0;3077.0;Yes;No;Yes;No;Yes;40.0;Yes;Yes;132.0;Yes;Yes;Yes;Yes;Yes;;39.0;2.0;No;No;Yes;No;No;;Of none;Several times a year;Uenig;No;No;Yes;;No;No;No;Yes;;No;Yes;Yes;No;;Yes;;;;;;;;;;;;;;;;;;;;No;No;No;Yes;No;No;Yes;No;No;Mål fra kommune - Spildevandsplan;Yes, I do uncertainty calculations on my data;Der laves en usikkerhedsvurdering, men ikke en usikkerhedsberegning.;Yes;2020;No;4.0;Yes;No, neither of those;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I support this vision on the following condition:;Driftsøkonomi skal kunne dækkes ind ved besparelse. Ofte er stor overvågning endt i stort rod.;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;No;No;No;Yes;No;No;Yes;Yes;Yes;;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Shifting competence from the municipality to the association;Increased supervisory role of the cantons;;;;;;;;;;;;No;No;1079.31;168.25;;;;;;;;;;193.39;;;;;206.66;;;;147.17;;;;;;;;87.82;;;;;;32.93;;;;;9.08;;121.85;;;;;32.26;;;;;;;59.47;;;;20.43;;;complete;Capital Region;DK
742;2024-09-25 07:34:18;11.0;da;1243890739;2024-09-25 07:19:52;2024-09-25 07:34:18;1853.0;212.0;2.0;Yes;2.0;3.0;11500.0;0.0;Yes;No;Yes;Yes;Yes;170.0;Yes;Yes;320.0;No;Yes;Yes;Yes;No;;93.0;16.0;Yes;Yes;Yes;Yes;No;;Of all;Daily;Enig;;;;;;;;;;Yes;No;No;No;;Yes;;;;;;;;;;;;;;;;;;;;No;No;No;Yes;No;No;Yes;No;Yes;;Yes, I do uncertainty calculations on my data;;;;;4.0;Yes;;Yes, it makes sense to acquire all urban drainage assets;;;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;;;;;;No;Yes;No;Yes;;Increased supervisory role of the cantons;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);;;;;;;;;;;;No;No;868.82;253.11;;;;;;;;;;34.49;;;;;211.39;;;;84.83;;;;;;;;35.79;;;;;;16.21;;;;;10.23;;121.3;;;;;27.82;;;;;;;61.61;;;;12.04;;;complete;Capital Region;DK
705;2024-09-09 14:01:12;11.0;fr;999006807;2024-09-09 13:39:06;2024-09-09 14:01:12;1957.0;170.0;38.0;Yes;3.0;5.0;523.0;257.0;No;No;Yes;No;Yes;12.0;Yes;Yes;43.0;Yes;Yes;Yes;Yes;Yes;;12.0;5.0;No;No;Yes;No;No;Radio;Of all;Daily;Enig;;;;;;;;;;No;No;No;No;DDT, agence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No, but I would like to know more or to do this in future;;Yes;2016;;5.0;Yes;Yes, both for the maintenance of the measurement technology and for the evaluation of the measurement data;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;;;Yes;Yes;Yes;Yes;;No;No;Yes;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Shifting competence from the municipality to the association;;;;;;;;;;;;No;No;1331.13;403.83;;;;;;;;;;57.62;;;;;84.7;;;;182.65;;;;;;;;130.49;;;;;;79.26;;;;;17.94;;177.6;;;;;65.15;;;;;;;91.95;;;;39.94;;;complete;Auvergne-Rhône-Alpes;FR
701;2024-09-09 11:19:39;11.0;de;1087669709;2024-09-09 11:03:25;2024-09-09 11:19:39;1994.0;42.0;1.0;Yes;5.0;4.0;8600.0;;No;No;Yes;No;Yes;3.0;No;No;9.0;No;Yes;Yes;Yes;Yes;Abschlagsvolumen;3.0;8.0;No;No;Yes;No;No;;From some;Daily;Enig;;;;;;;;;;No;Yes;Yes;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;No;No;No;No;No;SüwVO Abw;No, but I would like to know more or to do this in future;;Yes;-;Yes;5.0;Yes;Yes, for the maintenance of the measurement technology;Other;verrohrte Gewässer nicht sinnvoll;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;Betreiben wir in Teilen schon, wird weiter ausgebaut.;I reject this vision because I think data from wastewater infrastructures should not be openly available;Ist kritische Infrastruktur.;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;;Increased supervisory role of the cantons;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);;;;;;;;;;;;No;No;978.21;289.57;;;;;;;;;;70.76;;;;;122.91;;;;81.35;;;;;;;;76.98;;;;;;37.28;;;;;12.3;;147.72;;;;;52.41;;;;;;;66.65;;;;20.28;;;complete;North Rhine-Westphalia;DE
691;2024-09-05 11:35:33;11.0;fr;32226699;2024-09-05 11:16:11;2024-09-05 11:35:33;2007.0;580.0;30.0;Yes;4.0;3.0;41900.0;;Yes;Yes;Yes;Yes;Yes;140.0;Yes;Yes;80.0;Yes;Yes;Yes;Yes;Yes;;30.0;5.0;No;No;Yes;No;No;GPRS/IP;Of none;Annually;Enig;;;;;;;;;;No;No;No;Yes;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;No;No;No;No;Yes;;No, I don't think this is needed;;Yes;2012;Yes;3.0;Yes;No, neither of those;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I support this vision on the following condition:;que cette mesure soit accompagnée avec une sensibilisation sur le fonctionnement d'un système d'assainissement ;Yes;;;Yes;Yes;Yes;Yes;No;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Increased supervisory role of the cantons;Performance indicators;;;;;;;;;;;;No;Yes;1141.88;68.54;;;;;;;;;;13.97;;;;;39.89;;;;104.1;;;;;;;;107.89;;;;;;54.12;;;;;10.28;;538.53;;;;;68.44;;;;;;;111.33;;;;24.79;;;complete;Auvergne-Rhône-Alpes;FR
690;2024-09-04 14:31:39;11.0;fr;1784142715;2024-09-04 14:16:37;2024-09-04 14:31:39;1967.0;6800.0;33.0;Yes;3.0;4.0;33700.0;;No;Yes;Yes;Yes;Yes;271.0;Yes;Yes;199.0;No;Yes;Yes;No;Yes;;58.0;26.0;No;No;Yes;No;No;;Of all;Once a month;Enig;;;;;;;;;;No;Yes;Yes;Yes;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;No;No;No;No;Yes;;No, but I would like to know more or to do this in future;Je pense que cela est nécessaire mais très difficilement réalisable au vu de la complexité déjà éprouvée pour faire des mesure de volumes déversés.;Yes;2012;Yes;5.0;Yes;No, neither of those;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;Yes;Yes;No;Yes;Yes;No;No;Yes;No;;Customized services of engineering and design offices;Education and training opportunities for measurement technology and measurement data management;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);;;;;;;;;;;;No;Yes;908.26;272.8;;;;;;;;;;77.13;;;;;73.57;;;;69.24;;;;;;;;98.07;;;;;;32.55;;;;;10.67;;105.79;;;;;41.7;;;;;;;91.9;;;;34.84;;;complete;Grand Est;FR
670;2024-09-03 08:01:25;11.0;fr;325474023;2024-09-03 07:33:26;2024-09-03 08:01:25;2015.0;9000.0;34.0;Yes;3.0;3.0;17830.0;;No;No;Yes;No;Yes;215.0;Yes;Yes;12.0;Yes;Yes;Yes;Yes;Yes;;19.0;12.0;Yes;No;Yes;No;Yes;;Of most;Several times a year;;;;;;;;;;;No;No;No;Yes;BE dans le cadre d'études;Yes;;;;;;;;;;;;;;;;;;;;No;No;No;Yes;Yes;No;No;No;Yes;;No, but I would like to know more or to do this in future;Les données sont validées ou invalidées sans calcul d'incertitude.;Yes;2024;No;5.0;Yes;Yes, both for the maintenance of the measurement technology and for the evaluation of the measurement data;Yes, it makes sense to acquire all urban drainage assets;;I support this vision on the following condition:;Un contrôle régulier des appareils de mesure pour éviter des pertes de données ou autres dysfonctionnement;I reject this vision because I think data from wastewater infrastructures should not be openly available;;Yes;Yes;Yes;Yes;;No;No;Yes;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Performance indicators;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);;;;;;;;;;;On attend de voir ce que va donner la DERU 2.;No;No;1684.18;656.88;;;;;;;;;;79.92;;;;;129.64;;;;197.42;;;;;;;;138.81;;;;;;51.39;;;;;20.77;;161.66;;;;;40.06;;;;;;;117.97;;;;89.66;;;complete;Auvergne-Rhône-Alpes;FR
664;2024-09-03 06:35:20;11.0;fr;313147747;2024-09-03 06:15:36;2024-09-03 06:35:20;2008.0;15.0;23.0;Yes;3.0;3.0;;;Yes;No;Yes;No;Yes;45.0;Yes;Yes;25.0;Yes;No;Yes;Yes;No;;12.0;6.0;No;No;Yes;No;No;;Of most;Daily;Enig;;;;;;;;;;No;Yes;No;Yes;;Yes;;;;;;;;;;;;;;;;;;;;No;Yes;No;No;No;Yes;No;No;Yes;;No, but I would like to know more or to do this in future;;Yes;2018;No;3.0;Yes;Yes, for the maintenance of the measurement technology;No;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I am in favor of this vision, because I generally fin that transparency improves effectiveness and aids innovation;;No;No;Yes;No;No;No;Yes;Yes;No;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Better products and services from metrology companies;Education and training opportunities for measurement technology and measurement data management;Increased supervisory role of the cantons;Shifting competence from the municipality to the association;Performance indicators;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);Customized services of engineering and design offices;One-off subsidy for metrology equipment;Participation in the running costs of the maintenance of the measuring instruments and the evaluation of the measurement data;Joint events and information campaigns;;;Obligation par la loi d'indexer le prix de l'eau sur le cout de la vie....pour permettre de maintenir le niveau de service sur le long terme ;No;No;1186.55;211.17;;;;;;;;;;34.3;;;;;75.86;;;;130.36;;;;;;;;85.1;;;;;;48.01;;;;;20.09;;147.64;;;;;65.51;;;;;;;299.03;;;;69.48;;;complete;Île-de-France;FR
601;2024-07-29 06:05:02;11.0;de;248583076;2024-07-29 05:32:27;2024-07-29 06:05:02;1965.0;25.0;9.0;Yes;5.0;5.0;3190.0;933.0;No;No;Yes;No;No;12.0;Yes;Yes;3.0;Yes;Yes;Yes;Yes;No;;11.0;0.0;No;No;Yes;No;No;;Of most;Never;Enig;;;;;;;;;;Yes;No;No;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;No;No;Yes;No;No;;No, but I would like to know more or to do this in future;;Yes;2017;No;5.0;No;Yes, for the maintenance of the measurement technology;No;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I support this vision on the following condition:;Die Daten sind so aufzubereiten, dass keine falschen Interpretationen gemacht werden. Die Aufbereitung generiert aber einen zusätzlichen Aufwand.;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;;Own suggestion;Increased supervisory role of the cantons;Education and training opportunities for measurement technology and measurement data management;;;;;;;;;;"Das Bewusstsein für die Aufgaben und Funktion des Kanalnetzes muss gefördert werden. Aktuell wird für jede ARA ein Jahresbericht erstellt, welcher eine Leistungsbeurteilung enthält. Eine Beurteilung über die Leistung des Kanalnetzes fehlt in der Regel.
";;No;No;1957.64;397.74;;;;;;;;;;105.54;;;;;79.09;;;;123.31;;;;;;;;80.77;;;;;;40.07;;;;;47.93;;278.92;;;;;131.42;;;;;;;581.13;;;;91.72;;;complete;Zurich;CH
43;2024-06-28 06:35:23;11.0;de;847479605;2024-06-28 06:18:31;2024-06-28 06:35:23;1973.0;13.0;8.0;Yes;3.0;4.0;1037.0;198.0;No;Yes;Yes;Yes;Yes;19.0;Yes;Yes;48.0;Yes;Yes;Yes;Yes;Yes;;12.0;3.0;Yes;Yes;Yes;No;No;;Of most;Annually;Enig;;;;;;;;;;No;Yes;No;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;Yes;No;No;No;No;;No, but I would like to know more or to do this in future;;Yes;2004;Yes;4.0;Yes;No, neither of those;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I support this vision on the following condition:;Die Daten sollen vor der Veröffentlichung geprüft und plausibilisiert werden;;;;;;Yes;Yes;Yes;Yes;;;;;;;;;;;;;;;;No;No;1015.31;82.17;;;;;;;;;;91.98;;;;;46.87;;;;108.48;;;;;;;;67.84;;;;;;71.51;;;;;26.92;;259.59;;;;;82.07;;;;;;;76.0;;;;101.88;;;complete;Zurich;CH
598;2024-07-26 06:37:42;11.0;de;672683391;2024-07-26 05:50:03;2024-07-26 06:37:42;1982.0;3.0;7.0;No;5.0;5.0;561.5;151.1;No;No;Yes;No;Yes;26.0;No;Yes;37.0;Yes;Yes;Yes;Yes;No;;0.0;1.0;Yes;Yes;Yes;No;No;;Of most;In near real-time;Enig;;;;;;;;;;No;No;No;Yes;;No;Yes;No;No;Yes;Yes;Yes;Yes;No;No;;No;Yes;No;No;No;Yes;No;No;;;;;;;;;;;;No, but I would like to know more or to do this in future;;Yes;2022;No;5.0;Yes;No, neither of those;Yes, it makes sense to take over all rainwater systems and the entire sewerage system in the association's territory;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;;;;Yes;Yes;No;Yes;No;No;No;;Better products and services from metrology companies;Standards and technical guidelines for equipping the systems with measurement technology (e.g. water level measuring device in the CSO);One-off subsidy for metrology equipment;;;;;;;;;;;;No;No;2864.07;1202.96;;;;;;;;;;463.12;;;;;75.21;;;;95.38;;;;;;;;351.6;;;;;;162.84;;;;;19.73;;144.79;;;;;118.41;;;;;;;150.54;;;;79.49;;;complete;Saint Gallen;CH
564;2024-07-22 09:16:53;11.0;de;843804350;2024-07-22 08:35:33;2024-07-22 09:16:53;1963.0;10.0;5.0;Yes;5.0;5.0;955.0;391.0;No;Yes;No;No;No;12.0;Yes;No;8.0;Yes;Yes;Yes;Yes;Yes;;9.0;1.0;No;No;Yes;No;No;;Of most;Daily;Enig;;;;;;;;;;No;Yes;Yes;No;;Yes;;;;;;;;;;;;;;;;;;;;Yes;No;No;Yes;No;Yes;No;No;No;;;;;;;5.0;Yes;No, neither of those;Yes, it makes sense to take over all stormwater systems and the regionally important sewerage system;;I am in favor of this vision and am generally open to the use of such modern technologies for the facilities of our wastewater association;;I reject this vision because I think data from wastewater infrastructures should not be openly available;Dies ist nicht notwendig da es zu Fehlinterpretationen führen kann ohne das  notwendige Anlagespezifische wissen.;No;No;Yes;Yes;Yes;Yes;No;No;No;;Shifting competence from the municipality to the association;One-off subsidy for metrology equipment;Increased supervisory role of the cantons;;;;;;;;;;;;No;No;2482.38;994.12;;;;;;;;;;413.28;;;;;83.71;;;;155.29;;;;;;;;129.53;;;;;;14.53;;;;;26.15;;486.24;;;;;63.45;;;;;;;69.01;;;;47.07;;;complete;Aargau;CH
565;2024-07-24 15:21:39;11.0;fr;1579094651;2024-07-22 09:35:15;2024-07-24 15:21:39;2016.0;220.0;16.0;Yes;3.0;3.0;5635.0;2497.0;Yes;Yes;No;Yes;No;12.0;No;Yes;11.0;No;Yes;No;No;No;;4.0;12.0;Yes;No;Yes;No;Yes;;From some;The evaluation is carried out irregularly, e.g. during the planning or revision of the integrated drainage plan;Uenig;No;No;Yes;;Yes;No;Yes;No;;No;No;Yes;No;;Yes;;;;;;;;;;;;;;;;;;;;No;No;No;No;Yes;Yes;No;No;Yes;;No, but I would like to know more or to do this in future;;Yes;2016;Yes;4.0;Yes;Yes, both for the maintenance of the measurement technology and for the evaluation of the measurement data;Other;il est judicieux de prendre en charge au moins les ouvrages principaux sur l'ensemble du bassin versant;I support this vision on the following condition:;"Les mesures sont gérées par bassin versant de STEP ou bassin hydrologique. 
La gestion des flux doit pouvoir être dynamique et l'association dispose des compétences pour l'analyse et l'exploitation des données.";I support this vision on the following condition:;"Les données ayant une incidence sur la santé publique peuvent être rendues publiques. 
La transparence complète peut inciter à mettre trop de pression pour prendre des mesures rapides et non réfléchies, non efficientes à un niveau global.";;Yes;Yes;Yes;;No;No;No;Yes;;Environmental protection targets (e.g. measured values of water level in the CSO, flow rate in the sewer);Performance indicators;Increased supervisory role of the cantons;;;;;;;;;;;Remarque générale sur questionnaire : la distinction entre STEP et réseau aurait pu être pertinente, car les caractéristiques et données sont parfois différentes entre les deux.;No;Yes;7946.46;2043.7;;;;;;;;;;431.15;;;;;331.01;;;;1206.24;;;;;;;;389.26;;;;;;132.21;;;;;64.57;;1273.29;;;;;201.79;;;;;;;1520.43;;;;352.81;;;complete;Vaud;CH
